current,dateAsString,epoch,rawIntensity,temperature,voltage,pwm
34.5,2024-10-21 10:46:58,1729507618,1010,25,1.472,100
28.8,2024-10-21 10:47:57,1729507677,1010,25,0.924,100
32.6,2024-10-21 10:48:59,1729507739,1012,25,0,100
29.6,2024-10-21 10:49:59,1729507799,1021,25,0,100
31,2024-10-21 10:51:00,1729507860,1011,25,0.848,100
27.7,2024-10-21 10:52:00,1729507920,1010,25,1.116,100
26.4,2024-10-21 10:53:01,1729507981,1012,25,0.812,100
34.4,2024-10-21 10:54:00,1729508040,1008,25,1.496,100
33.9,2024-10-21 10:55:01,1729508101,1014,25,0.12,100
34,2024-10-21 10:56:00,1729508160,1011,25,0.848,100
33.1,2024-10-21 10:57:00,1729508220,1011,25,0.856,100
29.6,2024-10-21 10:58:01,1729508281,1011,25,0.884,100
29.7,2024-10-21 10:59:01,1729508341,1011,25,0.884,100
29,2024-10-21 11:00:02,1729508402,1014,25,0,80
30,2024-10-21 11:01:02,1729508462,1009,25,1.532,80
32,2024-10-21 11:02:02,1729508522,1011,25,0.888,80
32,2024-10-21 11:03:02,1729508582,1011,25,0.848,80
31.1,2024-10-21 11:04:02,1729508642,1012,25,0.456,80
33.8,2024-10-21 11:05:03,1729508703,1011,25,1.736,80
33.9,2024-10-21 11:06:03,1729508763,1011,25,0.888,80
31.1,2024-10-21 11:07:03,1729508823,1011,25,0.856,80
31.5,2024-10-21 11:08:04,1729508884,1011,25,0.852,80
31.7,2024-10-21 11:09:04,1729508944,1011,25,0,80
33.8,2024-10-21 11:10:05,1729509005,1014,25,0,80
32.3,2024-10-21 11:11:05,1729509065,1019,25,0.844,80
32.5,2024-10-21 11:12:06,1729509126,1008,25,1.484,80
30.4,2024-10-21 11:13:06,1729509186,1014,25,0,80
32.1,2024-10-21 11:14:06,1729509246,1009,25,1.144,80
30.8,2024-10-21 11:15:06,1729509306,1012,25,0.88,80
28.5,2024-10-21 11:16:07,1729509367,1021,25,0,80
31.1,2024-10-21 11:17:07,1729509427,1011,25,0.844,80
28.1,2024-10-21 11:18:08,1729509488,1017,25,1.16,80
29.6,2024-10-21 11:19:08,1729509548,1010,25,0.948,80
21,2024-10-21 11:20:08,1729509608,1012,25,0.856,80
17.4,2024-10-21 11:21:09,1729509669,1011,25,1.756,80
29.9,2024-10-21 11:22:09,1729509729,1010,25,1.112,80
29.3,2024-10-21 11:23:10,1729509790,1012,25,0.612,80
28.4,2024-10-21 11:24:10,1729509850,1011,25,0.852,80
27.1,2024-10-21 11:25:11,1729509911,1009,25,1.408,80
18.6,2024-10-21 11:26:11,1729509971,1009,25,1.436,80
26.8,2024-10-21 11:27:12,1729510032,1012,25,0.436,80
26.3,2024-10-21 11:28:11,1729510091,1011,25,0.868,80
24.6,2024-10-21 11:29:11,1729510151,1011,25,0.888,80
31.1,2024-10-21 11:30:12,1729510212,1012,25,0.08,80
31.2,2024-10-21 11:31:12,1729510272,1012,25,0.84,80
31.4,2024-10-21 11:32:13,1729510333,1011,25,0.88,80
31.1,2024-10-21 11:33:13,1729510393,1014,25,0,80
30.7,2024-10-21 11:34:12,1729510452,1012,25,0.032,80
29.6,2024-10-21 11:35:13,1729510513,1014,25,0,80
31.4,2024-10-21 11:36:13,1729510573,1014,25,0,80
32.4,2024-10-21 11:37:13,1729510633,1011,25,0.852,80
30.8,2024-10-21 11:38:13,1729510693,1011,25,0.864,80
30.9,2024-10-21 11:39:13,1729510753,1011,25,0.832,80
31.6,2024-10-21 11:40:14,1729510814,1009,25,1.42,80
33.6,2024-10-21 11:41:14,1729510874,1011,25,0.86,80
33.9,2024-10-21 11:42:14,1729510934,1012,25,0.62,80
32.1,2024-10-21 11:43:14,1729510994,1018,25,0.86,80
30.4,2024-10-21 11:44:15,1729511055,1014,25,0,80
30.3,2024-10-21 11:45:15,1729511115,1016,25,1.516,80
28.5,2024-10-21 11:46:15,1729511175,1010,25,1.12,80
26.9,2024-10-21 11:47:15,1729511235,1011,25,0.86,80
28.9,2024-10-21 11:48:16,1729511296,1012,25,0.076,80
27.7,2024-10-21 11:49:16,1729511356,1011,25,0.856,80
29.5,2024-10-21 11:50:16,1729511416,1014,25,0,80
28.5,2024-10-21 11:51:17,1729511477,1011,25,0.836,80
32.2,2024-10-21 11:52:16,1729511536,1011,25,0,80
27,2024-10-21 11:53:17,1729511597,1019,25,0.892,80
32.7,2024-10-21 11:54:16,1729511656,1011,25,0,80
32.5,2024-10-21 11:55:17,1729511717,1012,25,0,80
31.9,2024-10-21 11:56:18,1729511778,1010,25,0.956,80
33.3,2024-10-21 11:57:18,1729511838,1011,25,0.888,80
35.4,2024-10-21 11:58:18,1729511898,1019,25,0.12,80
34.6,2024-10-21 11:59:19,1729511959,1010,25,0.892,80
33.9,2024-10-21 12:00:19,1729512019,1009,25,1.212,70
35.5,2024-10-21 12:01:19,1729512079,1011,25,0,70
36.1,2024-10-21 12:02:21,1729512141,1011,25,0.884,70
34.8,2024-10-21 12:03:21,1729512201,1019,25,0.836,70
33.9,2024-10-21 12:04:21,1729512261,1011,25,0.832,70
33.1,2024-10-21 12:06:22,1729512382,1011,25,0.9,70
32.1,2024-10-21 12:07:22,1729512442,1011,25,0.848,70
28.8,2024-10-21 12:08:22,1729512502,1011,25,0.852,70
28.7,2024-10-21 12:09:22,1729512562,1011,25,0,70
30.5,2024-10-21 12:10:22,1729512622,1014,25,0,70
34.4,2024-10-21 12:11:22,1729512682,1010,25,0.916,70
32.3,2024-10-21 12:12:22,1729512742,1011,25,0.464,70
32.9,2024-10-21 12:13:22,1729512802,1011,25,0.9,70
32.5,2024-10-21 12:14:22,1729512862,1011,25,0,70
33.5,2024-10-21 12:15:22,1729512922,1019,25,0.856,70
33.5,2024-10-21 12:16:22,1729512982,1010,25,1.112,70
32.1,2024-10-21 12:17:23,1729513043,1011,25,0.892,70
31.1,2024-10-21 12:18:23,1729513103,1010,25,0.9,70
30.7,2024-10-21 12:19:24,1729513164,1014,25,0,70
32.6,2024-10-21 12:20:24,1729513224,1011,25,0.856,70
21,2024-10-21 12:21:24,1729513284,1011,25,1.684,70
21.6,2024-10-21 12:22:25,1729513345,1011,25,1.736,70
20.7,2024-10-21 12:23:24,1729513404,1010,25,0.98,70
20.9,2024-10-21 12:24:24,1729513464,1011,25,0.856,70
20.9,2024-10-21 12:25:25,1729513525,1012,25,0,70
31.6,2024-10-21 12:26:25,1729513585,1010,25,0.936,70
30.2,2024-10-21 12:27:25,1729513645,1012,25,0.136,70
35.6,2024-10-21 12:28:25,1729513705,1011,25,0.892,70
32.2,2024-10-21 12:29:26,1729513766,1019,25,0.888,70
31.4,2024-10-21 12:30:26,1729513826,1010,25,1.108,70
36.7,2024-10-21 12:31:26,1729513886,1011,25,0.844,70
33.1,2024-10-21 12:32:26,1729513946,1016,25,1.504,70
30.7,2024-10-21 12:33:27,1729514007,1011,25,0.856,70
23.2,2024-10-21 12:34:27,1729514067,1010,25,0.9,70
32.4,2024-10-21 12:35:27,1729514127,1011,25,0.908,70
31.9,2024-10-21 12:36:27,1729514187,1014,25,0,70
31.2,2024-10-21 12:37:27,1729514247,1011,25,0.936,70
29.3,2024-10-21 12:38:28,1729514308,1016,25,1.536,70
29.1,2024-10-21 12:39:28,1729514368,1021,25,0,70
32.7,2024-10-21 12:40:28,1729514428,1011,25,0.852,70
19.5,2024-10-21 12:41:28,1729514488,1009,25,1.588,70
29.1,2024-10-21 12:42:29,1729514549,1010,25,0.888,70
29.9,2024-10-21 12:43:29,1729514609,1014,25,0.068,70
28.7,2024-10-21 12:44:29,1729514669,1011,25,0.892,70
33.1,2024-10-21 12:45:29,1729514729,1009,25,1.22,70
32.2,2024-10-21 12:46:29,1729514789,1010,25,0.884,70
32.6,2024-10-21 12:47:30,1729514850,1011,25,0.9,70
31.4,2024-10-21 12:48:30,1729514910,1010,25,0.884,70
26.8,2024-10-21 12:49:30,1729514970,1011,25,0.884,70
31.4,2024-10-21 12:50:30,1729515030,1011,25,0.888,70
21.7,2024-10-21 12:51:30,1729515090,1009,25,1.308,70
21.8,2024-10-21 12:52:30,1729515150,1010,25,0.856,70
20.9,2024-10-21 12:53:30,1729515210,1012,25,0.4,70
20.8,2024-10-21 12:54:31,1729515271,1011,25,0.86,70
20,2024-10-21 12:55:31,1729515331,1009,25,1.672,70
21,2024-10-21 12:56:31,1729515391,1011,25,0.88,70
21.5,2024-10-21 12:57:31,1729515451,1019,25,0.892,70
21.6,2024-10-21 12:58:32,1729515512,1011,25,0.84,70
21.2,2024-10-21 12:59:32,1729515572,1011,25,0.848,70
20.8,2024-10-21 13:00:32,1729515632,1012,25,0.732,80
20.8,2024-10-21 13:01:32,1729515692,1014,25,0,80
20.8,2024-10-21 13:02:32,1729515752,1011,25,0.884,80
19.6,2024-10-21 13:03:33,1729515813,1011,25,0.852,80
18.9,2024-10-21 13:04:33,1729515873,1011,25,0.86,80
29,2024-10-21 13:05:34,1729515934,1011,25,0.896,80
18.8,2024-10-21 13:06:34,1729515994,1010,25,1.6,80
18,2024-10-21 13:07:34,1729516054,1011,25,0.856,80
19.4,2024-10-21 13:08:34,1729516114,1010,25,1.124,80
31.2,2024-10-21 13:09:34,1729516174,1019,25,0.888,80
29.6,2024-10-21 13:10:34,1729516234,1019,25,0.904,80
31.1,2024-10-21 13:11:34,1729516294,1011,25,0.924,80
30,2024-10-21 13:12:34,1729516354,1011,25,1.092,80
28.8,2024-10-21 13:13:34,1729516414,1011,25,0.876,80
29.5,2024-10-21 13:14:35,1729516475,1011,25,0.856,80
26.9,2024-10-21 13:15:35,1729516535,1011,25,1.544,80
27.1,2024-10-21 13:16:36,1729516596,1010,25,1.008,80
27.1,2024-10-21 13:17:36,1729516656,1011,25,0,80
29.8,2024-10-21 13:18:37,1729516717,1010,25,1.172,80
28,2024-10-21 13:19:37,1729516777,1011,25,0.852,80
30.3,2024-10-21 13:20:37,1729516837,1020,25,0.852,80
32.4,2024-10-21 13:21:38,1729516898,1011,25,0.856,80
32.1,2024-10-21 13:22:37,1729516957,1012,25,0.1,80
32.4,2024-10-21 13:23:38,1729517018,1010,25,1.128,80
30.9,2024-10-21 13:24:38,1729517078,1011,25,0.384,80
30.7,2024-10-21 13:25:38,1729517138,1011,25,0.856,80
30.8,2024-10-21 13:26:38,1729517198,1008,25,1.584,80
27.3,2024-10-21 13:27:38,1729517258,1011,25,0.856,80
25.7,2024-10-21 13:28:38,1729517318,1011,25,0.844,80
28.9,2024-10-21 13:29:38,1729517378,1010,25,0.904,80
28.8,2024-10-21 13:30:38,1729517438,1009,25,1.288,80
27.9,2024-10-21 13:31:39,1729517499,1009,25,1.212,80
26.9,2024-10-21 13:32:39,1729517559,1012,25,0.2,80
26.3,2024-10-21 13:33:39,1729517619,1014,25,0,80
26.5,2024-10-21 13:34:39,1729517679,1011,25,0.884,80
24.5,2024-10-21 13:35:39,1729517739,1011,25,0,80
19.1,2024-10-21 13:36:39,1729517799,1018,25,1.66,80
19,2024-10-21 13:37:40,1729517860,1011,25,0.888,80
19.3,2024-10-21 13:38:40,1729517920,1009,25,1.116,80
18,2024-10-21 13:39:40,1729517980,1011,25,0.84,80
17.2,2024-10-21 13:40:41,1729518041,1011,25,0,80
17,2024-10-21 13:41:42,1729518102,1011,25,0.86,80
15.7,2024-10-21 13:42:42,1729518162,1011,25,0.844,80
17,2024-10-21 13:43:42,1729518222,1011,25,0.888,80
16.8,2024-10-21 13:44:42,1729518282,1014,25,0,80
17,2024-10-21 13:45:43,1729518343,1010,25,1.132,80
16.9,2024-10-21 13:46:43,1729518403,1012,25,0.836,80
15.8,2024-10-21 13:47:43,1729518463,1011,25,0.804,80
16.1,2024-10-21 13:48:43,1729518523,1011,25,0.884,80
17.6,2024-10-21 13:49:43,1729518583,1011,25,0.9,80
17.8,2024-10-21 13:50:44,1729518644,1014,25,0,80
17.4,2024-10-21 13:51:44,1729518704,1012,25,0,80
17.3,2024-10-21 13:52:44,1729518764,1014,25,0,80
17.1,2024-10-21 13:53:44,1729518824,1011,25,0.86,80
16.3,2024-10-21 13:54:45,1729518885,1011,25,0.892,80
15.9,2024-10-21 13:55:45,1729518945,1011,25,0.888,80
15.2,2024-10-21 13:56:45,1729519005,1019,25,0.848,80
15.2,2024-10-21 13:57:45,1729519065,1011,25,0,80
16.1,2024-10-21 13:58:46,1729519126,1016,25,1.588,80
15.1,2024-10-21 13:59:46,1729519186,1019,25,0.848,80
15.9,2024-10-21 14:00:46,1729519246,1019,25,0.888,100
16.3,2024-10-21 14:01:46,1729519306,1020,25,0.128,100
13.6,2024-10-21 14:02:47,1729519367,1019,25,1.744,100
11.9,2024-10-21 14:03:47,1729519427,1017,25,1.192,100
10.1,2024-10-21 14:04:47,1729519487,1019,25,0.852,100
14.9,2024-10-21 14:05:47,1729519547,1019,25,0.852,100
14.5,2024-10-21 14:06:48,1729519608,1019,25,0.852,100
13.4,2024-10-21 14:07:48,1729519668,1019,25,0.892,100
13.2,2024-10-21 14:08:49,1729519729,1019,25,0.852,100
35.2,2024-10-21 14:09:49,1729519789,1019,25,0.852,100
15,2024-10-21 14:10:49,1729519849,1019,25,0.888,100
29,2024-10-21 14:11:50,1729519910,1019,25,0.86,100
28,2024-10-21 14:12:50,1729519970,1019,25,0.864,100
24.8,2024-10-21 14:13:52,1729520032,1016,25,1.208,100
24.9,2024-10-21 14:14:53,1729520093,1011,25,0.864,100
24.7,2024-10-21 14:15:53,1729520153,1011,25,0.892,100
24,2024-10-21 14:16:53,1729520213,1018,25,0.908,100
27.8,2024-10-21 14:17:53,1729520273,1011,25,0.892,100
26.8,2024-10-21 14:18:54,1729520334,1011,25,1.636,100
25.4,2024-10-21 14:19:53,1729520393,1011,25,0.892,100
29.3,2024-10-21 14:20:54,1729520454,1014,25,0,100
21.8,2024-10-21 14:21:54,1729520514,1017,25,1.08,100
27.2,2024-10-21 14:22:55,1729520575,1010,25,0.9,100
25.8,2024-10-21 14:23:55,1729520635,1009,25,1.444,100
25,2024-10-21 14:24:55,1729520695,1011,25,0.86,100
25.2,2024-10-21 14:25:56,1729520756,1014,25,0,100
25.3,2024-10-21 14:26:56,1729520816,1009,25,1.512,100
25.8,2024-10-21 14:27:56,1729520876,1011,25,1.444,100
26,2024-10-21 14:28:56,1729520936,1011,25,0.096,100
25.7,2024-10-21 14:29:56,1729520996,1009,25,1.176,100
25.6,2024-10-21 14:30:57,1729521057,1011,25,0.864,100
25.8,2024-10-21 14:31:57,1729521117,1009,25,1.096,100
24.1,2024-10-21 14:32:58,1729521178,1010,25,0.188,100
26.2,2024-10-21 14:33:58,1729521238,1014,25,0,100
26.4,2024-10-21 14:34:58,1729521298,1014,25,0,100
27.1,2024-10-21 14:35:59,1729521359,1009,25,1.272,100
25.4,2024-10-21 14:36:59,1729521419,1011,25,0,100
27.8,2024-10-21 14:38:00,1729521480,1010,25,0.864,100
28.3,2024-10-21 14:39:00,1729521540,1008,25,1.172,100
28.3,2024-10-21 14:40:01,1729521601,1020,25,0.84,100
28.7,2024-10-21 14:41:02,1729521662,1010,25,0.892,100
29,2024-10-21 14:42:03,1729521723,1014,25,0,100
29.3,2024-10-21 14:44:03,1729521843,1011,25,0.86,100
30.1,2024-10-21 14:45:02,1729521902,1016,25,1.628,100
30,2024-10-21 14:46:03,1729521963,1011,25,0.856,100
26.2,2024-10-21 14:47:04,1729522024,1012,25,0.108,100
29,2024-10-21 14:48:04,1729522084,1010,25,0.892,100
29.1,2024-10-21 14:49:04,1729522144,1010,25,0.904,100
29,2024-10-21 14:50:04,1729522204,1011,25,0.84,100
29.4,2024-10-21 14:51:05,1729522265,1011,25,1.66,100
29,2024-10-21 14:52:05,1729522325,1010,25,0.896,100
29.4,2024-10-21 14:53:05,1729522385,1010,25,0.892,100
30.3,2024-10-21 14:54:05,1729522445,1014,25,0,100
29,2024-10-21 14:55:06,1729522506,1011,25,0.856,100
31,2024-10-21 14:56:07,1729522567,1019,25,0.896,100
30.9,2024-10-21 14:57:08,1729522628,1011,25,0.86,100
32.5,2024-10-21 14:58:08,1729522688,1010,25,1.7,100
32.4,2024-10-21 14:59:08,1729522748,1011,25,0.86,100
28.4,2024-10-21 15:00:08,1729522808,1011,25,0.844,130
29.7,2024-10-21 15:01:09,1729522869,1011,25,0.848,130
28.9,2024-10-21 15:02:09,1729522929,1010,25,0.856,130
33,2024-10-21 15:03:09,1729522989,1012,25,0,130
29.5,2024-10-21 15:04:09,1729523049,1011,25,0.86,130
28.6,2024-10-21 15:05:09,1729523109,1011,25,0.836,130
28.7,2024-10-21 15:06:10,1729523170,1014,25,0,130
29.5,2024-10-21 15:07:10,1729523230,1012,25,0.104,130
32,2024-10-21 15:08:10,1729523290,1010,25,0.932,130
30.1,2024-10-21 15:09:10,1729523350,1010,25,0.856,130
31.5,2024-10-21 15:10:11,1729523411,1011,25,0.848,130
31.4,2024-10-21 15:11:11,1729523471,1011,25,0.892,130
29.8,2024-10-21 15:12:12,1729523532,1018,25,0.868,130
27.9,2024-10-21 15:13:12,1729523592,1014,25,0,130
28.2,2024-10-21 15:14:13,1729523653,1010,25,0.92,130
29.7,2024-10-21 15:15:12,1729523712,1011,25,0.632,130
27.6,2024-10-21 15:16:12,1729523772,1009,25,1.26,130
28.4,2024-10-21 15:17:12,1729523832,1014,25,0,130
31.8,2024-10-21 15:18:13,1729523893,1016,25,1.248,130
31,2024-10-21 15:19:13,1729523953,1010,25,1.104,130
34.9,2024-10-21 15:20:14,1729524014,1012,25,0.476,130
30.2,2024-10-21 15:21:14,1729524074,1011,25,0.856,130
29.6,2024-10-21 15:22:14,1729524134,1011,25,0.884,130
31.3,2024-10-21 15:23:14,1729524194,1010,25,1.12,130
34.7,2024-10-21 15:24:15,1729524255,1008,25,1.452,130
26.4,2024-10-21 15:25:15,1729524315,1011,25,0.892,130
30.8,2024-10-21 15:26:16,1729524376,1011,25,0.852,130
26.4,2024-10-21 15:27:16,1729524436,1011,25,0.852,130
25.4,2024-10-21 15:28:16,1729524496,1010,25,1.124,130
35.5,2024-10-21 15:29:17,1729524557,1010,25,0.928,130
16.3,2024-10-21 15:30:17,1729524617,1010,25,0.892,130
28.6,2024-10-21 15:31:18,1729524678,1009,25,1.548,130
28.2,2024-10-21 15:32:18,1729524738,1011,25,0,130
29.6,2024-10-21 15:33:19,1729524799,1012,25,0.252,130
29.6,2024-10-21 15:34:19,1729524859,1010,25,1.204,130
30,2024-10-21 15:35:20,1729524920,1011,25,0.88,130
30.9,2024-10-21 15:36:20,1729524980,1008,25,1.504,130
30.6,2024-10-21 15:37:20,1729525040,1011,25,0.86,130
28.2,2024-10-21 15:38:21,1729525101,1010,25,0.892,130
31.4,2024-10-21 15:39:21,1729525161,1010,25,0.892,130
31,2024-10-21 15:40:22,1729525222,1009,25,1.044,130
29.6,2024-10-21 15:41:22,1729525282,1012,25,0.724,130
28.9,2024-10-21 15:42:22,1729525342,1011,25,0.892,130
28.1,2024-10-21 15:43:22,1729525402,1009,25,1.02,130
27.2,2024-10-21 15:44:23,1729525463,1011,25,0.9,130
24.6,2024-10-21 15:45:23,1729525523,1011,25,0.852,130
26.4,2024-10-21 15:46:24,1729525584,1011,25,0.852,130
17.5,2024-10-21 15:47:24,1729525644,1011,25,0.888,130
16.2,2024-10-21 15:48:24,1729525704,1010,25,1.14,130
17.7,2024-10-21 15:49:25,1729525765,1014,25,0,130
15.8,2024-10-21 15:50:24,1729525824,1009,25,1.244,130
15.8,2024-10-21 15:51:25,1729525885,1017,25,0.948,130
16.2,2024-10-21 15:52:25,1729525945,1011,25,0.864,130
16,2024-10-21 15:53:26,1729526006,1011,25,0.852,130
15.6,2024-10-21 15:54:26,1729526066,1011,25,0.896,130
31.9,2024-10-21 15:55:26,1729526126,1016,25,1.14,130
28.6,2024-10-21 15:56:26,1729526186,1011,25,0.888,130
32.5,2024-10-21 15:57:27,1729526247,1010,25,1.544,130
29.5,2024-10-21 15:58:27,1729526307,1011,25,0.856,130
27.6,2024-10-21 15:59:28,1729526368,1016,25,1.332,130
34.1,2024-10-21 16:00:28,1729526428,1021,25,0,150
34.4,2024-10-21 16:01:28,1729526488,1012,25,0.08,150
33.9,2024-10-21 16:02:29,1729526549,1011,25,0.864,150
30.8,2024-10-21 16:03:29,1729526609,1014,25,0,150
29.1,2024-10-21 16:04:30,1729526670,1012,25,0.844,150
27.7,2024-10-21 16:05:30,1729526730,1010,25,0.892,150
28.3,2024-10-21 16:06:31,1729526791,1012,25,0.108,150
25.6,2024-10-21 16:07:31,1729526851,1011,25,1.548,150
26.8,2024-10-21 16:08:31,1729526911,1011,25,0.852,150
32.5,2024-10-21 16:09:32,1729526972,1011,25,0.896,150
32.6,2024-10-21 16:10:32,1729527032,1012,25,0,150
32.2,2024-10-21 16:11:32,1729527092,1011,25,0.848,150
32.9,2024-10-21 16:12:32,1729527152,1014,25,0,150
34.3,2024-10-21 16:13:33,1729527213,1008,25,1.488,150
33.2,2024-10-21 16:14:32,1729527272,1011,25,0.892,150
32.5,2024-10-21 16:15:33,1729527333,1017,25,1.12,150
33.3,2024-10-21 16:16:33,1729527393,1010,25,0.888,150
31.1,2024-10-21 16:17:34,1729527454,1014,25,0,150
33.8,2024-10-21 16:18:35,1729527515,1011,25,0,150
35.1,2024-10-21 16:19:35,1729527575,1009,25,1.36,150
35.4,2024-10-21 16:20:36,1729527636,1011,25,0.888,150
34.8,2024-10-21 16:21:36,1729527696,1014,25,0,150
35.1,2024-10-21 16:22:37,1729527757,1010,25,0.864,150
31.9,2024-10-21 16:23:37,1729527817,1011,25,0.756,150
33.5,2024-10-21 16:24:37,1729527877,1011,25,0.848,150
34.4,2024-10-21 16:25:37,1729527937,1009,25,1.54,150
34.3,2024-10-21 16:26:37,1729527997,1011,25,0.86,150
33.8,2024-10-21 16:27:37,1729528057,1009,25,1.188,150
34,2024-10-21 16:28:37,1729528117,1008,25,1.456,150
34,2024-10-21 16:29:37,1729528177,1011,25,0.896,150
33.6,2024-10-21 16:30:38,1729528238,1012,25,0.252,150
33.7,2024-10-21 16:31:38,1729528298,1010,25,0.896,150
33.7,2024-10-21 16:32:39,1729528359,1018,25,1.712,150
33.1,2024-10-21 16:33:39,1729528419,1011,25,0.892,150
33,2024-10-21 16:34:40,1729528480,1010,25,0.892,150
32.6,2024-10-21 16:35:41,1729528541,1010,25,0.864,150
32.4,2024-10-21 16:36:40,1729528600,1009,25,1.392,150
32.2,2024-10-21 16:37:41,1729528661,1011,25,0.892,150
32.3,2024-10-21 16:38:42,1729528722,1010,25,1.124,150
32,2024-10-21 16:39:42,1729528782,1010,25,0.896,150
31.8,2024-10-21 16:40:41,1729528841,1011,25,0.852,150
31.1,2024-10-21 16:41:41,1729528901,1010,25,0.896,150
30.9,2024-10-21 16:42:43,1729528963,1009,25,1.14,150
30.8,2024-10-21 16:43:42,1729529022,1018,25,0.888,150
30.5,2024-10-21 16:44:44,1729529084,1009,25,1.424,150
30,2024-10-21 16:45:43,1729529143,1011,25,0.86,150
29.6,2024-10-21 16:46:44,1729529204,1011,25,0.852,150
28.1,2024-10-21 16:47:44,1729529264,1011,25,0.636,150
29.2,2024-10-21 16:48:45,1729529325,1014,25,0,150
28.7,2024-10-21 16:49:45,1729529385,1012,25,0.124,150
28.1,2024-10-21 16:50:46,1729529446,1009,25,1.464,150
28.1,2024-10-21 16:51:46,1729529506,1019,25,0.888,150
27.9,2024-10-21 16:52:46,1729529566,1010,25,0.892,150
27,2024-10-21 16:53:46,1729529626,1011,25,0.888,150
26.2,2024-10-21 16:54:47,1729529687,1010,25,0.86,150
25.7,2024-10-21 16:55:47,1729529747,1010,25,0.936,150
25.1,2024-10-21 16:56:48,1729529808,1011,25,0.896,150
24.6,2024-10-21 16:57:48,1729529868,1010,25,0.94,150
23.2,2024-10-21 16:58:48,1729529928,1012,25,0.308,150
20.9,2024-10-21 16:59:49,1729529989,1011,25,1.088,150
18.7,2024-10-21 17:00:49,1729530049,1011,25,0.892,150
15.4,2024-10-21 17:01:49,1729530109,1011,25,0,150
14.4,2024-10-21 17:02:48,1729530168,1012,25,0.184,150
13.2,2024-10-21 17:03:49,1729530229,1010,25,1.276,150
12.2,2024-10-21 17:04:49,1729530289,1020,25,0.732,150
11.6,2024-10-21 17:05:51,1729530351,1018,25,0.908,150
10.7,2024-10-21 17:06:50,1729530410,1010,25,0.9,150
10,2024-10-21 17:07:51,1729530471,1010,25,0.952,150
8.9,2024-10-21 17:08:51,1729530531,1008,25,1.44,150
8.1,2024-10-21 17:09:51,1729530591,1010,25,1.532,150
7.4,2024-10-21 17:10:52,1729530652,1011,25,0.856,150
6.7,2024-10-21 17:11:52,1729530712,1010,25,1.272,150
6.2,2024-10-21 17:12:52,1729530772,1010,25,0.9,150
6,2024-10-21 17:13:52,1729530832,1011,25,0.848,150
5.5,2024-10-21 17:14:53,1729530893,1009,25,1.18,150
5.3,2024-10-21 17:15:53,1729530953,1010,25,0,150
5.5,2024-10-21 17:16:54,1729531014,1008,25,1.188,150
5.2,2024-10-21 17:17:54,1729531074,1011,25,0,150
5.5,2024-10-21 17:18:54,1729531134,1017,25,1.184,150
6.1,2024-10-21 17:19:55,1729531195,1010,25,1.108,150
6.3,2024-10-21 17:20:55,1729531255,1010,25,1.112,150
6.7,2024-10-21 17:21:55,1729531315,1011,25,0.872,150
6.8,2024-10-21 17:22:56,1729531376,1014,25,0,150
6.9,2024-10-21 17:23:55,1729531435,1012,25,0.164,150
6.8,2024-10-21 17:24:56,1729531496,1018,25,1.148,150
6.4,2024-10-21 17:25:57,1729531557,1011,25,0.856,150
6,2024-10-21 17:26:57,1729531617,1010,25,0.9,150
5.5,2024-10-21 17:27:57,1729531677,1012,25,0.164,150
5.2,2024-10-21 17:28:58,1729531738,1011,25,0.86,150
5,2024-10-21 17:29:58,1729531798,1009,25,1.184,150
4.8,2024-10-21 17:30:58,1729531858,1009,25,1.124,150
4.3,2024-10-21 17:31:59,1729531919,1010,25,1.74,150
4,2024-10-21 17:32:59,1729531979,1010,25,0.904,150
3.9,2024-10-21 17:33:59,1729532039,1009,25,0.92,150
3.4,2024-10-21 17:34:59,1729532099,1011,25,0.868,150
3.2,2024-10-21 17:36:00,1729532160,1010,25,0.872,150
2.9,2024-10-21 17:37:00,1729532220,1010,25,1.696,150
2.5,2024-10-21 17:38:00,1729532280,1012,25,0.18,150
2.3,2024-10-21 17:39:01,1729532341,1011,25,0.86,150
1.9,2024-10-21 17:40:01,1729532401,1014,25,0,150
2.1,2024-10-21 17:41:01,1729532461,1012,25,0.152,150
1.8,2024-10-21 17:42:01,1729532521,1008,25,1.26,150
1.5,2024-10-21 17:43:01,1729532581,1018,25,0.92,150
1.5,2024-10-21 17:44:01,1729532641,1010,25,1.708,150
1.3,2024-10-21 17:45:02,1729532702,1011,25,0.256,150
1.2,2024-10-21 17:46:02,1729532762,1010,25,1.112,150
1.1,2024-10-21 17:47:02,1729532822,1011,25,0.86,150
1,2024-10-21 17:48:02,1729532882,1014,25,0,150
0.5,2024-10-21 17:49:03,1729532943,1014,25,0,150
0.5,2024-10-21 17:50:03,1729533003,1010,25,1.024,150
0.5,2024-10-21 17:51:04,1729533064,1010,25,0.868,150
0.5,2024-10-21 17:52:04,1729533124,1012,25,0.336,150
0.2,2024-10-21 17:53:04,1729533184,1010,25,1.116,150
0.3,2024-10-21 17:54:05,1729533245,1008,25,1.472,150
0.2,2024-10-21 17:55:05,1729533305,1009,25,1.112,150
-0.1,2024-10-21 17:56:05,1729533365,1010,25,0.9,150
-0.1,2024-10-21 17:57:06,1729533426,1010,25,0.94,150
0,2024-10-21 17:58:06,1729533486,1009,25,1.16,150
0.3,2024-10-21 17:59:07,1729533547,1010,25,0.868,150
0,2024-10-21 18:00:07,1729533607,1011,25,0.932,150
